CustomerID,InvoiceDate,InvoiceNo,Amount
C191,2024-06-14 20:13:39.362922,292,83.83
C021,2025-01-31 20:13:39.362926,293,116.95
C057,2025-03-28 20:13:39.362929,294,161.24
C117,2024-12-10 20:13:39.362933,295,22.33
C181,2024-07-31 20:13:39.362960,296,18.33
C046,2025-03-09 20:13:39.362965,297,11.04
C142,2024-10-28 20:13:39.362968,298,101.18
C145,2025-04-05 20:13:39.362972,299,122.58
C039,2025-04-12 20:13:39.362976,300,3.21
C137,2024-12-06 20:13:39.362979,301,275.22
C099,2024-12-02 20:13:39.362983,302,5.34
C077,2024-10-21 20:13:39.362986,303,77.94
C115,2024-08-31 20:13:39.362989,304,123.46
C134,2023-06-21 20:13:39.362993,305,204.77
C151,2024-12-12 20:13:39.362997,306,125.21
C187,2025-02-10 20:13:39.362999,307,161.81
C091,2024-07-10 20:13:39.363004,308,41.47
C098,2025-02-24 20:13:39.363014,309,168.65
C120,2025-01-07 20:13:39.363019,310,8.35
C046,2025-04-07 20:13:39.363022,311,225.21
C038,2025-04-17 20:13:39.363026,312,79.32
C142,2023-09-08 20:13:39.363030,313,169.99
C100,2024-05-31 20:13:39.363034,314,60.21
C072,2024-09-19 20:13:39.363037,315,103.16
C190,2025-01-17 20:13:39.363041,316,74.74
C035,2025-03-18 20:13:39.363045,317,131.52
C147,2025-03-22 20:13:39.363050,318,8.52
C030,2025-03-01 20:13:39.363055,319,6.23
C078,2024-11-29 20:13:39.363057,320,28.38
C084,2024-09-08 20:13:39.363060,321,17.38
C113,2024-10-09 20:13:39.363062,322,205.4
C025,2025-02-21 20:13:39.363064,323,24.75
C168,2023-10-12 20:13:39.363066,324,372.41
C088,2024-08-23 20:13:39.363070,325,41.08
C014,2024-11-27 20:13:39.363072,326,20.1
C154,2024-11-02 20:13:39.363074,327,155.92
C102,2025-01-14 20:13:39.363077,328,107.5
C150,2025-03-01 20:13:39.363079,329,68.95
C176,2025-02-01 20:13:39.363081,330,81.05
C083,2024-08-09 20:13:39.363084,331,127.01
C110,2025-04-19 20:13:39.363086,332,25.94
C179,2025-03-30 20:13:39.363088,333,560.86
C131,2025-04-13 20:13:39.363091,334,368.06
C170,2025-04-14 20:13:39.363093,335,105.08
C019,2024-05-08 20:13:39.363095,336,22.26
C028,2024-09-15 20:13:39.363096,337,114.01
C173,2024-12-27 20:13:39.363099,338,7.49
C071,2025-04-03 20:13:39.363101,339,3.11
C063,2024-12-21 20:13:39.363103,340,29.8
C073,2024-12-27 20:13:39.363105,341,62.11
C124,2025-03-18 20:13:39.363107,342,202.7
C119,2025-01-09 20:13:39.363109,343,129.89
C121,2025-01-20 20:13:39.363111,344,135.75
C019,2024-10-31 20:13:39.363113,345,55.42
C175,2024-10-22 20:13:39.363115,346,42.45
C142,2025-04-13 20:13:39.363117,347,46.37
C120,2025-01-27 20:13:39.363119,348,439.41
C166,2024-10-27 20:13:39.363122,349,4.09
C181,2024-12-17 20:13:39.363124,350,201.76
C061,2024-05-07 20:13:39.363126,351,86.44
C164,2024-10-10 20:13:39.363129,352,57.73
C168,2025-03-20 20:13:39.363133,353,129.19
C030,2025-04-08 20:13:39.363135,354,66.68
C009,2024-10-18 20:13:39.363137,355,206.69
C064,2025-04-17 20:13:39.363139,356,230.96
C161,2024-11-14 20:13:39.363141,357,54.77
C120,2023-12-01 20:13:39.363144,358,32.41
C052,2024-11-18 20:13:39.363146,359,89.73
C089,2025-01-23 20:13:39.363148,360,243.46
C142,2024-10-18 20:13:39.363150,361,23.66
C053,2025-01-01 20:13:39.363151,362,97.54
C187,2024-12-01 20:13:39.363153,363,99.85
C078,2023-11-28 20:13:39.363155,364,132.09
C041,2025-01-24 20:13:39.363157,365,14.11
C196,2023-09-15 20:13:39.363158,366,125.82
C068,2024-02-22 20:13:39.363161,367,239.73
C008,2025-03-13 20:13:39.363163,368,19.81
C002,2025-04-09 20:13:39.363164,369,27.12
C105,2025-04-02 20:13:39.363167,370,355.42
C125,2025-04-18 20:13:39.363168,371,19.96
C110,2025-04-04 20:13:39.363170,372,192.68
C086,2024-09-27 20:13:39.363172,373,67.78
C169,2025-04-08 20:13:39.363174,374,28.4
C120,2025-02-11 20:13:39.363177,375,204.6
C127,2024-05-21 20:13:39.363179,376,58.93
C183,2025-04-17 20:13:39.363181,377,72.32
C016,2024-06-22 20:13:39.363183,378,44.51
C062,2025-02-21 20:13:39.363185,379,89.88
C113,2025-03-30 20:13:39.363187,380,17.86
C176,2024-09-19 20:13:39.363189,381,49.61
C158,2024-10-25 20:13:39.363192,382,348.72
C012,2024-04-09 20:13:39.363194,383,29.86
C035,2024-08-25 20:13:39.363195,384,106.93
C011,2024-07-03 20:13:39.363197,385,39.33
C064,2025-02-21 20:13:39.363199,386,148.49
C050,2025-03-17 20:13:39.363202,387,14.03
C149,2024-08-15 20:13:39.363205,388,350.06
C069,2024-06-30 20:13:39.363207,389,60.48
C048,2023-01-04 20:13:39.363209,390,26.93
C020,2025-01-16 20:13:39.363212,391,7.63
C101,2025-01-28 20:13:39.363214,392,18.6
C195,2024-07-26 20:13:39.363216,393,73.35
C172,2025-02-05 20:13:39.363217,394,41.1
C161,2023-12-28 20:13:39.363219,395,176.54
C189,2024-05-05 20:13:39.363222,396,56.37
C137,2025-01-11 20:13:39.363224,397,28.6
C068,2024-08-14 20:13:39.363226,398,96.01
C035,2024-08-12 20:13:39.363228,399,122.68
C065,2025-04-02 20:13:39.363229,400,18.28
C008,2024-02-27 20:13:39.363233,401,18.35
C045,2024-12-16 20:13:39.363235,402,3.74
C087,2024-06-10 20:13:39.363237,403,133.33
C175,2025-02-11 20:13:39.363240,404,109.01
C168,2024-03-11 20:13:39.363241,405,64.37
C076,2025-01-23 20:13:39.363243,406,185.9
C182,2025-04-20 20:13:39.363245,407,163.82
C076,2024-02-22 20:13:39.363247,408,88.03
C174,2025-04-04 20:13:39.363249,409,202.7
C047,2025-02-11 20:13:39.363251,410,23.05
C015,2023-10-30 20:13:39.363252,411,11.87
C105,2023-10-28 20:13:39.363254,412,31.44
C147,2024-11-19 20:13:39.363256,413,5.88
C026,2024-10-24 20:13:39.363258,414,75.75
C052,2025-01-04 20:13:39.363260,415,275.84
C093,2025-02-18 20:13:39.363261,416,4.01
C150,2025-02-09 20:13:39.363263,417,13.02
C021,2024-10-03 20:13:39.363265,418,60.18
C051,2024-08-13 20:13:39.363267,419,271.62
C038,2024-07-13 20:13:39.363269,420,38.0
C020,2024-07-15 20:13:39.363271,421,70.77
C157,2025-04-04 20:13:39.363273,422,4.25
C179,2024-12-20 20:13:39.363275,423,16.06
C132,2025-04-11 20:13:39.363278,424,431.48
C055,2024-11-29 20:13:39.363279,425,335.58
C199,2025-01-07 20:13:39.363281,426,0.5
C092,2024-03-24 20:13:39.363283,427,303.26
C028,2025-02-03 20:13:39.363286,428,101.92
C004,2025-03-30 20:13:39.363287,429,202.43
C150,2025-03-25 20:13:39.363289,430,60.65
C076,2024-08-06 20:13:39.363291,431,72.48
C173,2024-10-30 20:13:39.363293,432,67.11
C067,2025-04-02 20:13:39.363295,433,109.92
C086,2025-04-06 20:13:39.363297,434,15.04
C194,2024-09-16 20:13:39.363299,435,3.04
C162,2025-04-08 20:13:39.363301,436,36.81
C091,2024-06-15 20:13:39.363302,437,121.97
C183,2024-09-13 20:13:39.363305,438,22.55
C105,2025-04-06 20:13:39.363307,439,111.91
C001,2025-04-06 20:13:39.363309,440,350.36
C072,2023-03-07 20:13:39.363311,441,9.86
C087,2025-01-27 20:13:39.363313,442,111.66
C166,2025-01-28 20:13:39.363315,443,58.65
C006,2024-06-24 20:13:39.363317,444,202.6
C153,2023-11-09 20:13:39.363331,445,19.5
C145,2023-03-15 20:13:39.363333,446,117.97
C061,2024-08-13 20:13:39.363335,447,182.09
C012,2025-01-27 20:13:39.363339,448,289.34
C006,2025-04-06 20:13:39.363343,449,114.96
C027,2024-07-25 20:13:39.363348,450,68.75
C136,2024-11-25 20:13:39.363353,451,96.19
C124,2025-01-12 20:13:39.363359,452,203.18
C106,2024-02-20 20:13:39.363363,453,84.54
C193,2025-03-31 20:13:39.363368,454,3.09
C185,2024-12-20 20:13:39.363373,455,267.29
C093,2025-04-19 20:13:39.363377,456,116.97
C109,2024-12-29 20:13:39.363384,457,112.86
C099,2025-04-11 20:13:39.363389,458,24.29
C168,2025-03-30 20:13:39.363391,459,107.55
C142,2025-03-30 20:13:39.363393,460,50.07
C035,2024-10-15 20:13:39.363395,461,105.34
C176,2024-08-18 20:13:39.363397,462,11.27
C084,2024-11-15 20:13:39.363398,463,107.25
C056,2023-09-10 20:13:39.363400,464,744.17
C177,2025-01-27 20:13:39.363402,465,4.94
C141,2025-02-20 20:13:39.363404,466,377.99
C189,2024-04-21 20:13:39.363406,467,52.24
C049,2025-03-07 20:13:39.363408,468,204.6
C046,2023-09-05 20:13:39.363410,469,152.5
C113,2025-04-19 20:13:39.363412,470,83.71
C190,2023-07-31 20:13:39.363414,471,134.11
C136,2025-04-14 20:13:39.363416,472,210.8
C043,2024-03-18 20:13:39.363418,473,51.78
C148,2024-12-07 20:13:39.363420,474,39.61
C124,2022-11-11 20:13:39.363422,475,110.14
C097,2025-04-08 20:13:39.363425,476,164.95
C090,2024-11-27 20:13:39.363427,477,143.67
C039,2023-08-03 20:13:39.363429,478,159.86
C085,2024-12-09 20:13:39.363431,479,57.2
C177,2024-10-25 20:13:39.363434,480,170.28
C192,2024-09-19 20:13:39.363436,481,12.81
C062,2025-01-02 20:13:39.363438,482,78.63
C106,2024-10-26 20:13:39.363440,483,0.58
C107,2024-11-14 20:13:39.363443,484,39.24
C054,2024-03-01 20:13:39.363446,485,45.64
C126,2025-04-13 20:13:39.363449,486,50.45
C009,2025-02-21 20:13:39.363453,487,118.9
C088,2023-10-29 20:13:39.363459,488,49.19
C037,2024-03-20 20:13:39.363467,489,59.55
C049,2025-01-02 20:13:39.363472,490,27.12
C041,2024-10-29 20:13:39.363476,491,46.72
C017,2025-02-22 20:13:39.363480,492,25.78
C088,2025-03-15 20:13:39.363484,493,7.6
C021,2024-12-30 20:13:39.363487,494,92.49
C051,2025-02-02 20:13:39.363491,495,110.33
C059,2024-11-15 20:13:39.363495,496,96.62
C167,2025-04-07 20:13:39.363498,497,62.27
C183,2023-07-02 20:13:39.363502,498,47.77
C041,2023-03-12 20:13:39.363505,499,199.02
C039,2024-09-18 20:13:39.363509,500,73.21
C141,2024-12-04 20:13:39.363512,501,65.24
C192,2025-02-14 20:13:39.363518,502,2.6
C011,2024-06-23 20:13:39.363522,503,41.74
C147,2024-09-26 20:13:39.363526,504,47.84
C139,2025-03-21 20:13:39.363529,505,50.89
C077,2024-02-11 20:13:39.363533,506,86.79
C127,2024-06-14 20:13:39.363537,507,76.27
C046,2023-10-31 20:13:39.363541,508,93.63
C045,2024-09-01 20:13:39.363544,509,144.77
C001,2024-11-01 20:13:39.363549,510,167.66
C168,2025-01-14 20:13:39.363552,511,126.63
C108,2023-12-23 20:13:39.363556,512,311.28
C019,2024-04-25 20:13:39.363560,513,1.84
C076,2025-04-13 20:13:39.363564,514,21.79
C072,2025-04-17 20:13:39.363566,515,0.76
C200,2025-01-26 20:13:39.363569,516,104.26
C189,2024-06-26 20:13:39.363573,517,228.31
C109,2023-02-26 20:13:39.363575,518,27.9
C012,2025-03-23 20:13:39.363579,519,261.78
C189,2024-11-10 20:13:39.363582,520,6.22
C161,2025-01-25 20:13:39.363589,521,272.47
C045,2023-07-31 20:13:39.363594,522,43.33
C090,2024-05-24 20:13:39.363596,523,10.69
C103,2024-05-29 20:13:39.363600,524,66.53
C197,2024-12-29 20:13:39.363603,525,29.68
C008,2025-01-15 20:13:39.363607,526,33.53
C153,2025-02-23 20:13:39.363611,527,36.71
C091,2025-04-11 20:13:39.363614,528,162.47
C174,2024-04-26 20:13:39.363618,529,77.47
C087,2024-06-24 20:13:39.363622,530,37.3
C158,2021-04-11 20:13:39.363625,531,94.25
C175,2022-07-01 20:13:39.363630,532,125.93
C177,2024-11-27 20:13:39.363633,533,31.83
C175,2024-08-01 20:13:39.363637,534,53.37
C084,2023-11-17 20:13:39.363640,535,13.0
C082,2024-05-15 20:13:39.363645,536,19.99
C146,2025-03-01 20:13:39.363649,537,114.29
C194,2025-01-04 20:13:39.363652,538,20.02
C068,2025-03-28 20:13:39.363655,539,74.48
C161,2023-10-15 20:13:39.363658,540,123.46
C127,2024-11-05 20:13:39.363661,541,11.3
C164,2025-03-06 20:13:39.363665,542,83.77
C082,2024-10-03 20:13:39.363668,543,29.65
C147,2024-10-30 20:13:39.363672,544,329.49
C156,2025-02-01 20:13:39.363675,545,66.08
C168,2025-03-31 20:13:39.363678,546,163.99
C084,2024-10-03 20:13:39.363681,547,79.9
C113,2024-12-10 20:13:39.363684,548,4.44
C076,2024-07-29 20:13:39.363687,549,100.28
C122,2024-12-10 20:13:39.363691,550,302.42
C143,2024-05-12 20:13:39.363711,551,92.03
C041,2024-11-28 20:13:39.363716,552,171.03
C167,2024-11-24 20:13:39.363720,553,215.59
C002,2024-04-10 20:13:39.363724,554,25.89
C191,2025-01-19 20:13:39.363727,555,23.83
C029,2025-03-27 20:13:39.363731,556,94.41
